checklist_id,n_species
S10787907,39
S10788183,23
S10788429,22
S10788465,18
S10788905,23
S10788939,32
S10788947,33
S10789093,35
S10789108,24
S10789118,58
S10789127,44
S10789161,6
S10789213,23
S10789419,40
S10789530,51
S10789650,32
S10789685,14
S10789707,0
S10789728,9
S10789781,40
S10789878,35
S10789902,58
S10790080,6
S10790125,5
S10790135,32
S10790166,35
S10790225,12
S10790252,35
S10790326,19
S10790592,8
S10790759,12
S10790894,5
S10790951,7
S10791072,13
S10791483,7
S10791495,30
S10791513,14
S10791522,9
S10791572,39
S10791776,45
S10791971,27
S10792023,28
S10792070,17
S10792127,36
S10792145,10
S10792203,46
S10792284,13
S10792315,6
S10792327,7
S10792355,7
S10792410,7
S10792421,11
S10792443,15
S10792476,44
S10792520,15
S10792541,18
S10792572,14
S10792573,30
S10792596,31
S10792618,43
S10792630,22
S10792692,60
S10792712,19
S10793120,41
S10793742,45
S10793769,10
S10793841,10
S10793890,10
S10793896,50
S10793917,3
S10793970,25
S10794064,61
S10794092,28
S10794144,19
S10795705,12
S10795823,7
S10795839,31
S10795942,4
S10796011,20
S10796019,17
S10796029,17
S10796037,17
S10796069,9
S10796090,26
S10796161,8
S10796176,14
S10796258,29
S10796280,22
S10796336,10
S10796427,7
S10796472,18
S10796708,28
S10797008,29
S10797116,33
S10797744,3
S10797902,53
S10797964,18
S10798305,12
S10798453,20
S10798567,7
S10798593,21
S10798598,41
S10798748,19
S10798824,31
S10798902,35
S10799037,13
S10799132,24
S10799244,17
S10799317,19
S10799385,65
S10799397,13
S10799633,26
S10800224,24
S10800336,13
S10800417,2
S10800431,12
S10800439,15
S10800494,4
S10800540,17
S10800565,7
S10800648,3
S10800661,5
S10800839,11
S10800882,14
S10800911,11
S10800927,13
S10800994,18
S10801055,13
S10801082,12
S10801386,28
S10801498,15
S10801600,32
S10801695,8
S10801756,24
S10801808,20
S10801824,22
S10801870,28
S10802184,1
S10802199,21
S10802249,13
S10802258,44
S10802272,2
S10802328,6
S10802463,15
S10802712,40
S10802748,8
S10802767,1
S10802771,4
S10802819,1
S10802845,8
S10802849,4
S10802950,9
S10802956,5
S10803088,24
S10803144,19
S10803147,55
S10803153,28
S10803311,30
S10803519,16
S10803612,16
S10803665,19
S10803675,4
S10803680,15
S10803698,18
S10803714,13
S10803738,42
S10803885,38
S10803975,39
S10804218,43
S10804506,13
S10804508,15
S10804524,16
S10804527,12
S10804528,21
S10804532,12
S10804537,11
S10804540,14
S10804596,11
S10804764,17
S10804770,32
S10804814,0
S10804956,15
S10804989,14
S10804992,42
S10805140,46
S10805172,10
S10805179,15
S10805305,20
S10805437,19
S10805809,43
S10805845,5
S10805884,15
S10806311,48
S10806352,2
S10806413,38
S10806461,3
S10806474,3
S10806527,32
S10806886,8
S10806913,9
S10808242,33
S10808529,37
S10808626,18
S10808928,15
S10809115,64
S10809793,7
S10809813,9
S10809836,6
S10809923,9
S10810028,52
S10810044,31
S10810543,31
S10810548,44
S10810741,10
S10810757,14
S10810804,26
S10810837,11
S10810925,13
S10811469,21
S10811520,52
S10811581,17
S10811651,17
S10812112,37
S10812165,3
S10812210,25
S10812280,14
S10813349,58
S10813486,11
S10813509,23
S10813640,27
S10813650,10
S10813754,8
S10813934,3
S10814076,10
S10814141,9
S10814145,15
S10814235,18
S10814345,19
S10814352,24
S10814510,19
S10815466,18
S10815881,37
S10816192,21
S10816196,45
S10816212,35
S10816272,42
S10816324,32
S10816330,1
S10816481,2
S10817121,3
S10817480,15
S10817564,36
S10817818,12
S10817871,46
S10817959,23
S10818139,65
S10818268,11
S10818337,30
S10818398,8
S10818734,11
S10818789,4
S10818833,41
S10819046,13
S10819281,13
S10819483,1
S10819510,14
S10819567,8
S10819687,14
S10819734,18
S10819783,18
S10819800,63
S10819857,34
S10820074,11
S10820095,4
S10820119,26
S10820213,22
S10820282,10
S10820368,25
S10820578,30
S10820586,12
S10821854,7
S10821965,7
S10821987,7
S10822071,31
S10822282,20
S10822390,4
S10822396,1
S10822530,6
S10822772,39
S10822800,33
S10822888,1
S10823091,16
S10823227,7
S10823966,41
S10823995,9
S10823999,29
S10824250,14
S10824291,12
S10824403,12
S10824423,13
S10824628,1
S10824648,41
S10824674,22
S10824950,22
S10824982,31
S10825089,11
S10825096,13
S10825118,2
S10825149,16
S10825251,14
S10825294,4
S10825359,6
S10825399,10
S10825458,20
S10825475,23
S10825875,30
S10826068,36
S10826146,35
S10826248,47
S10826358,23
S10826500,17
S10826816,21
S10826885,14
S10827096,29
S10827381,23
S10827387,22
S10827405,27
S10827421,40
S10827447,59
S10827681,26
S10827723,14
S10827780,30
S10829312,54
S10829339,8
S10829363,28
S10829390,44
S10829444,16
S10829481,16
S10829506,47
S10829691,17
S10829773,21
S10830099,17
S10830144,39
S10830179,30
S10830216,27
S10830238,29
S10830279,21
S10830282,46
S10830290,3
S10830398,47
S10830428,2
S10830493,30
S10830527,15
S10830558,17
S10830582,18
S10830587,16
S10830757,32
S10830822,27
S10831006,14
S10831020,5
S10831258,40
S10831464,27
S10831514,9
S10831594,20
S10831600,17
S10831601,22
S10831608,34
S10831672,51
S10831928,22
S10832266,40
S10832517,3
S10832543,6
S10832582,16
S10832630,6
S10832642,37
S10832645,7
S10832707,36
S10832996,14
S10833128,5
S10833501,31
S10833639,16
S10833774,29
S10833959,29
S10833972,37
S10834003,15
S10834282,26
S10834287,12
S10834303,41
S10834636,2
S10834721,45
S10834724,1
S10834802,25
S10834856,19
S10834949,41
S10835557,2
S10835965,11
S10836027,7
S10836079,18
S10836095,15
S10836135,20
S10836177,6
S10836315,23
S10836375,21
S10836414,1
S10836641,4
S10836672,9
S10836692,10
S10836837,9
S10836861,15
S10836928,15
S10837065,2
S10837081,36
S10837122,4
S10837340,6
S10837700,33
S10837801,17
S10837916,36
S10837977,38
S10838014,10
S10838374,30
S10838416,11
S10838432,10
S10838444,13
S10839157,9
S10839182,6
S10839218,14
S10839293,13
S10839350,22
S10839351,24
S10839398,16
S10839628,9
S10839803,5
S10839843,10
S10840012,11
S10840190,20
S10840263,16
S10840331,13
S10840383,13
S10840392,33
S10840461,14
S10840468,6
S10840488,11
S10840500,7
S10840520,50
S10840578,22
S10840602,10
S10840617,7
S10840769,11
S10840814,11
S10841052,4
S10841118,2
S10841156,24
S10841167,2
S10841368,3
S10841805,2
S10841837,3
S10841856,2
S10841877,3
S10842264,35
S10842589,22
S10842702,42
S10842886,10
S10842893,10
S10843260,1
S10843278,12
S10843343,7
S10843441,6
S10843514,38
S10843655,18
S10843757,4
S10843804,10
S10843888,55
S10844284,52
S10844679,20
S10844733,73
S10844773,60
S10844867,57
S10844935,30
S10844989,10
S10844999,42
S10845001,10
S10845047,27
S10845049,15
S10845063,52
S10845305,25
S10845498,27
S10845647,11
S10845688,1
S10845689,21
S10845794,1
S10845801,28
S10845933,8
S10846000,1
S10846131,14
S10846185,17
S10846312,29
S10846412,9
S10846487,19
S10846558,19
S10846769,22
S10846821,25
S10846870,6
S10846922,7
S10846971,19
S10847420,18
S10848013,31
S10848278,2
S10848319,1
S10848372,10
S10848391,1
S10848446,2
S10848485,1
S10848521,4
S10848592,2
S10848936,9
S10849078,36
S10849096,17
S10849831,6
S10850148,33
S10850153,4
S10850176,9
S10850301,31
S10850603,25
S10850721,19
S10850750,17
S10850774,14
S10850788,5
S10851003,34
S10851009,5
S10851113,29
S10851447,13
S10851552,16
S10851611,13
S10851661,37
S10851808,23
S10851965,11
S10851997,46
S10852003,9
S10852100,12
S10852133,20
S10852137,1
S10852147,2
S10852157,3
S10852296,40
S10852407,18
S10852436,34
S10852465,32
S10852506,12
S10852516,3
S10852975,3
S10853284,2
S10853454,4
S10853682,3
S10853765,12
S10853797,19
S10853939,12
S10853968,18
S10854052,14
S10854176,4
S10854228,1
S10854298,3
S10855246,7
S10855309,18
S10855328,9
S10855434,17
S10855448,10
S10855506,10
S10855623,28
S10855665,13
S10855672,25
S10855687,56
S10855704,32
S10855709,23
S10855721,21
S10855776,25
S10855801,28
S10855804,18
S10855831,17
S10855855,11
S10855885,12
S10855942,12
S10855969,14
S10856000,10
S10856014,9
S10856047,12
S10856054,11
S10856608,19
S10856647,21
S10857423,20
S10857450,13
S10857458,29
S10857510,10
S10857527,11
S10857548,9
S10857569,36
S10857606,6
S10857612,51
S10857804,1
S10857883,16
S10858211,3
S10858519,5
S10858661,4
S10858714,4
S10858734,5
S10859107,14
S10859220,24
S10859248,10
S10859295,32
S10861617,14
S10861856,1
S10862141,17
S10862314,43
S10862529,22
S10863367,65
S10863801,37
S10863828,56
S10863923,40
S10864008,69
S10864142,8
S10864625,48
S10864655,25
S10865032,6
S10865190,11
S10865300,6
S10865319,14
S10865485,25
S10865514,10
S10865518,1
S10865553,21
S10865573,8
S10865610,37
S10865713,37
S10865734,13
S10865752,16
S10865781,24
S10865812,21
S10865824,2
S10865908,13
S10865933,11
S10866136,49
S10866160,12
S10866189,12
S10866227,28
S10866263,6
S10866311,17
S10866405,6
S10866419,20
S10866853,21
S10867154,43
S10867491,21
S10867553,11
S10867647,14
S10867659,19
S10867777,43
S10867791,20
S10867796,17
S10867799,8
S10867800,21
S10867803,14
S10867809,13
S10867816,14
S10867819,15
S10867824,11
S10867826,31
S10867849,21
S10867859,31
S10867880,21
S10867908,12
S10868001,33
S10868087,32
S10868096,19
S10868112,31
S10868277,4
S10868417,25
S10868554,38
S10868797,38
S10868918,24
S10868963,29
S10869121,6
S10869144,11
S10869165,12
S10869184,9
S10869206,11
S10869447,39
S10869566,12
S10870367,13
S10870447,21
S10870597,10
S10870605,7
S10870807,9
S10870836,14
S10871199,18
S10871226,19
S10871353,24
S10871457,25
S10871516,14
S10871529,12
S10871573,26
S10872406,19
S10872596,17
S10872753,22
S10872820,36
S10872846,26
S10873032,2
S10873140,7
S10873199,19
S10873229,2
S10873342,18
S10873426,40
S10873466,21
S10873500,44
S10873544,28
S10873549,2
S10873587,15
S10873631,30
S10873657,2
S10873695,13
S10873730,2
S10873738,2
S10873740,37
S10873741,15
S10873743,1
S10873764,2
S10873811,27
S10873822,12
S10873915,32
S10874037,9
S10874094,11
S10874325,32
S10874477,8
S10874592,9
S10875318,37
S10875798,28
S10875810,28
S10875996,15
S10876026,55
S10876059,4
S10876157,42
S10876266,18
S10876323,35
S10876492,23
S10876515,13
S10876537,46
S10876560,5
S10876572,20
S10876643,42
S10876790,23
S10877069,31
S10877089,14
S10877241,15
S10877258,33
S10877326,30
S10877518,9
S10877543,41
S10877587,10
S10877593,20
S10877603,23
S10877744,1
S10877860,19
S10877941,4
S10877979,11
S10878111,43
S10878212,8
S10878234,5
S10878322,25
S10878390,2
S10878690,41
S10878786,52
S10878807,12
S10878843,40
S10878915,42
S10879037,21
S10879206,11
S10879246,4
S10879278,21
S10879374,8
S10879442,33
S10879707,4
S10879965,9
S10880158,11
S10880320,8
S10880337,12
S10880370,9
S10880399,9
S10880446,26
S10880560,20
S10880580,12
S10880598,9
S10880599,8
S10880674,34
S10880840,16
S10881230,21
S10881291,13
S10881309,6
S10881325,1
S10881367,11
S10881663,14
S10882478,17
S10882546,17
S10882554,11
S10882622,14
S10882665,14
S10882694,12
S10882747,9
S10883026,6
S10883098,22
S10883181,21
S10883190,9
S10883229,14
S10883236,44
S10883254,20
S10883654,11
S10883724,26
S10884053,17
S10884092,2
S10884153,19
S10884160,4
S10884172,1
S10884174,21
S10884251,6
S10884280,3
S10884357,0
S10884766,26
S10886000,3
S10886011,22
S10886054,16
S10886534,6
S10886559,5
S10886684,1
S10887740,6
S10887801,34
S10887862,42
S10887885,24
S10887893,5
S10887917,21
S10887978,22
S10887986,18
S10888062,29
S10888255,8
S10888388,15
S10888597,2
S10888652,33
S10888687,5
S10889017,9
S10889090,18
S10889123,24
S10889196,41
S10889446,9
S10889898,30
S10889925,18
S10889933,14
S10889962,6
S10889968,27
S10890057,11
S10890106,28
S10890169,6
S10890251,4
S10890310,1
S10890342,41
S10890359,30
S10890513,15
S10890849,14
S10890852,17
S10891200,23
S10891253,9
S10891573,18
S10891599,25
S10891878,34
S10891923,24
S10891953,22
S10892004,20
S10892034,27
S10892049,3
S10892075,24
S10892077,1
S10892082,1
S10892094,38
S10892140,13
S10892162,24
S10892227,26
S10892292,6
S10892330,6
S10892508,8
S10893138,34
S10893230,20
S10893454,20
S10893614,16
S10893662,17
S10893743,50
S10893752,52
S10894052,21
S10894284,18
S10894295,5
S10894325,17
S10894364,1
S10894368,16
S10894376,1
S10894395,17
S10894418,14
S10894473,11
S10894555,13
S10894566,24
S10894599,36
S10894613,11
S10894632,7
S10894652,2
S10894659,16
S10894661,12
S10894674,8
S10894718,4
S10895052,8
S10895405,11
S10895453,3
S10895600,24
S10895864,44
S10896179,1
S10896347,6
S10896348,1
S10896350,3
S10896352,4
S10896397,21
S10896507,20
S10896554,6
S10896695,4
S10896765,32
S10896835,30
S10897035,22
S10897143,53
S10897312,10
S10897335,11
S10897427,10
S10897428,31
S10897443,17
S10897502,32
S10897523,16
S10897539,54
S10897558,8
S10897571,12
S10897624,32
S10897628,19
S10897826,55
S10898203,40
S10898263,1
S10898319,19
S10898368,22
S10898371,9
S10898390,14
S10898404,11
S10898429,11
S10898446,4
S10898511,10
S10898530,6
S10898542,3
S10898597,44
S10899269,14
S10899279,27
S10899319,26
S10899450,23
S10899516,49
S10899517,24
S10899615,33
S10899618,29
S10899667,22
S10899739,56
S10899751,39
S10899805,9
S10899835,7
S10899963,34
S10900067,46
S10900710,17
S10900748,38
S10901052,28
S10901264,8
S10901307,16
S10901358,40
S10901462,42
S10901473,30
S10901477,24
S10901483,54
S10901538,18
S10901676,16
S10901740,19
S10902114,15
S10902751,18
S10902761,18
S10902805,23
S10902806,13
S10903215,20
S10903224,1
S10903250,9
S10903265,34
S10903292,24
S10903300,7
S10903350,47
S10903708,22
S10903823,38
S10903916,47
S10904110,13
S10904182,22
S10904203,8
S10904263,4
S10904936,9
S10904945,21
S10904956,38
S10905010,33
S10905036,21
S10905188,46
S10905255,42
S10905336,30
S10905368,18
S10905499,29
S10905595,26
S10905918,34
S10905983,16
S10906004,27
S10906249,21
S10906308,20
S10906352,16
S10906420,14
S10906527,60
S10906816,6
S10906841,19
S10906906,6
S10907213,19
S10907530,18
S10907693,38
S10908569,3
S10908709,13
S10908751,15
S10908778,18
S10908799,14
S10908969,11
S10908991,14
S10909018,17
S10909051,36
S10909201,11
S10909404,56
S10909502,33
S10909580,34
S10909823,62
S10909833,22
S10910089,4
S10910414,28
S10910703,2
S10911102,7
S10911550,16
S10911556,25
S10911830,23
S10911866,15
S10911870,42
S10912054,42
S10912140,41
S10912174,18
S10912373,40
S10912416,43
S10912612,6
S10912622,29
S10912671,27
S10912705,15
S10912739,22
S10912783,23
S10912786,26
S10912819,47
S10913219,11
S10913347,16
S10913741,9
S10913803,14
S10913926,31
S10914295,18
S10914300,15
S10914335,17
S10914382,21
S10914550,7
S10914897,27
S10915074,63
S10915259,10
S10915280,13
S10915298,9
S10915380,15
S10915696,11
S10916086,27
S10916343,14
S10916392,20
S10916486,27
S10916622,54
S10916682,11
S10916804,20
S10916923,11
S10916973,72
S10917044,21
S10917092,22
S10917278,4
S10917318,29
S10917855,1
S10918237,5
S10918238,14
S10918244,24
S10918247,27
S10918505,22
S10919041,4
S10919121,33
S10919176,6
S10919190,11
S10919206,11
S10919217,9
S10919220,11
S10919257,44
S10919297,8
S10919306,22
S10919324,15
S10919367,19
S10919554,13
S10919559,10
S10919566,9
S10919571,8
S10919576,10
S10919588,12
S10919598,19
S10919605,16
S10919619,12
S10919624,13
S10919629,12
S10919630,7
S10919636,15
S10919643,16
S10919655,15
S10919657,16
S10919729,16
S10919740,15
S10919754,11
S10919765,14
S10919784,9
S10919795,6
S10919805,10
S10919823,10
S10919831,10
S10919843,12
S10919856,9
S10919859,37
S10919866,11
S10919880,14
S10919892,13
S10919905,14
S10919910,9
S10919918,18
S10919929,13
S10919948,13
S10919953,8
S10919954,29
S10919968,10
S10919976,11
S10919987,10
S10919998,8
S10920008,5
S10920016,9
S10920027,12
S10920035,11
S10920043,11
S10920263,22
S10921211,16
S10921215,0
S10921368,7
S10921590,50
S10922110,15
S10922220,13
S10922670,15
S10922713,23
S10922815,4
S10923064,6
S10923179,9
S10923220,12
S10923819,8
S10924097,18
S10924191,4
S10924199,1
S10924202,1
S10924205,1
S10924312,5
S10924669,76
S10925122,18
S1092545,7
S10925499,27
S10925534,12
S10925676,1
S10925681,25
S10925747,2
S10925803,4
S10926009,9
S10926059,17
S10926096,48
S10926133,14
S10926151,16
S10926193,15
S10926256,27
S10926257,5
S10926304,23
S10926315,11
S10926343,11
S10926353,26
S10926386,24
S10926705,21
S10926829,12
S10926844,9
S10926937,15
S10927071,18
S10927272,11
S10927490,15
S10927558,12
S10927601,16
S10927648,15
S10927929,9
S10927996,4
S10928001,11
S10928095,15
S10928124,46
S10928183,29
S10928201,53
S10929390,21
S10929421,53
S10929516,17
S10929855,6
S10929912,12
S10930053,17
S10930191,5
S10930462,3
S10930494,35
S10930507,52
S10930652,40
S10930680,4
S10930710,5
S10930918,24
S10931092,28
S10931208,8
S10931380,31
S10931475,10
S10931503,33
S10931551,12
S10931554,26
S10931593,31
S10931676,13
S10931688,9
S10931791,31
S10931873,35
S10931993,43
S10932081,11
S10932456,4
S10932494,1
S10932504,7
S10932513,25
S10932563,10
S10932601,1
S10932805,3
S10932856,3
S10932913,16
S10932917,15
S10932918,14
S10932931,9
S10932980,17
S10933207,11
S10933306,32
S10933370,16
S10933917,4
S10934025,22
S10934079,21
S10934137,29
S10934152,19
S10934220,36
S10934294,25
S10934587,24
S10935379,13
S10935997,15
S10936613,18
S1093664,62
S1093665,15
S10936655,3
S1093667,22
S10936958,36
S10936963,20
S10937023,21
S10937054,15
S10937151,18
S10937211,61
S10937310,13
S10937335,14
S10937343,61
S10937361,17
S10937373,8
S1093738,67
S1093743,65
S10937472,11
S1093749,57
S10937541,48
S10937588,54
S1093770,9
S10937973,9
S10938170,7
S10938347,3
S10938753,10
S10938757,15
S1093878,5
S10938796,13
S10938807,32
S10938904,8
S10938987,30
S10939040,1
S10939116,1
S10939206,1
S10939259,2
S10939290,7
S10939319,9
S10939496,26
S10939810,16
S10939872,17
S10939885,8
S10939927,7
S10939997,18
S10940061,10
S10940165,7
S10940298,7
S10940360,12
S10940610,28
S10941042,8
S10941225,8
S10941228,22
S10941399,15
S10941408,19
S10941494,31
S10941531,4
S10941546,23
S10941590,8
S10941612,24
S10941694,26
S10941703,19
S10941710,26
S10941729,11
S10941782,7
S10941788,15
S10941851,8
S10941919,13
S10942004,31
S10942042,15
S10942147,45
S10942308,2
S10942327,53
S10942347,19
S10942388,0
S10942664,14
S10942674,2
S10942722,12
S10942745,14
S10942748,43
S10942851,1
S10943046,53
S10943193,20
S10943210,26
S10943213,34
S10943216,11
S10943259,24
S10943292,6
S10943441,23
S10943565,2
S10943692,15
S10943777,3
S10943830,25
S1094415,74
S10944591,1
S10944598,19
S10944614,1
S10944665,10
S10944868,43
S10944994,27
S10945160,11
S10945169,15
S10945190,22
S10945249,17
S10945314,6
S10945506,39
S10945626,2
S10945728,9
S10945759,11
S10945767,5
S10945778,11
S10945779,7
S10945805,10
S10945817,16
S10945847,21
S10945888,16
S10945892,12
S10945947,9
S10945998,14
S10946037,7
S10946070,22
S10946096,8
S10946108,6
S10946128,11
S10946236,32
S10946274,21
S10946298,13
S10946324,14
S10946350,13
S10946364,11
S1094646,84
S10946502,3
S10946602,5
S10946744,15
S10946767,46
S1094707,16
S10947104,39
S10947188,22
S10947243,19
S10947305,9
S10947338,10
S10948955,7
S10948973,5
S10948976,14
S10949477,3
S10949615,6
S10949627,4
S10949630,11
S10949663,2
S10949665,14
S10949677,23
S10949850,43
S10949907,6
S10950106,42
S10950458,12
S10950459,24
S10950498,18
S10950546,51
S10950574,35
S10950581,21
S10950600,47
S10950699,22
S10950710,9
S10950711,4
S10950802,2
S10950844,11
S10951332,16
S10951358,9
S10951361,28
S10951390,48
S10951443,14
S10951490,8
S10951544,23
S10951559,18
S10951696,39
S1095170,84
S10951738,27
S10951763,31
S10951777,41
S10951792,8
S10951886,12
S10951910,10
S10951933,8
S10951963,40
S10951985,5
S10951998,1
S1095207,75
S10952083,13
S10952102,9
S10952117,1
S10952163,1
S10952320,38
S10952327,49
S10952535,19
S10952661,34
S10952717,15
S10952956,23
S10953043,27
S10953063,11
S10953106,26
S10953233,12
S10953421,52
S10953484,16
S10953636,17
S10953670,12
S10953747,15
S10953801,16
S10953852,17
S10954030,36
S10954050,11
S10954175,1
S10954209,10
S10954237,17
S10954255,11
S10954312,31
S10954353,16
S10954358,9
S10954365,2
S10954387,5
S10954400,29
S10954411,19
S10954538,14
S10954653,10
S10954775,5
S10955280,26
S10955453,18
S10955506,33
S10955851,33
S10956043,29
S10956096,19
S10956250,19
S10956469,1
S10956495,10
S10956674,6
S10956707,8
S10957501,65
S10957610,20
S10957617,2
S10957879,22
S10958048,14
S10958057,21
S10958071,15
S10958084,16
S10958095,10
S10958107,17
S10958121,19
S10958140,16
S10958200,12
S10958219,10
S10958841,26
S10958933,37
S10959004,33
S10959075,25
S10959365,1
S10959570,14
S10959590,4
S10959595,28
S10959628,9
S10959664,15
S10959666,3
S1095969,15
S10959696,58
S10959731,14
S10959733,29
S10959778,22
S10959799,2
S10959810,23
S10960163,14
S10960435,20
S10960643,4
S10961102,17
S10962576,15
S10962601,15
S10962893,19
S10962896,6
S10962901,39
S10963042,17
S10963121,4
S10963212,25
S10963268,3
S10963337,32
S10963387,22
S10963419,29
S10963553,9
S10963590,29
S10963637,40
S10963663,5
S10963729,25
S10963747,35
S10963813,28
S10963839,35
S10963840,33
S10963873,17
S10963910,18
S10963962,22
S10964051,19
S10964179,4
S10964187,18
S10964391,46
S10964809,54
S10964880,23
S10964963,1
S10965071,36
S1096526,26
S10965555,19
S10965571,6
S10966106,18
S10966408,11
S10966683,14
S10966835,13
S10966849,14
S10966880,17
S10966953,19
S10967222,1
S10967255,1
S10967257,27
S10967261,13
S10967369,21
S10967549,50
S1096808,11
S1096810,10
S10968638,36
S10968864,43
S10968926,9
S10968975,10
S10968980,7
S10969028,18
S10969041,22
S10969057,14
S10969155,6
S10969252,18
S10969397,29
S10969459,9
S10969500,33
S10969532,24
S10969597,41
S10969649,19
S10969652,9
S10969752,39
S10969766,16
S1096980,4
S10969803,37
S10969827,5
S10970399,29
S10970792,5
S10971169,31
S10971367,10
S10971393,2
S10971454,35
S10971559,13
S10971579,15
S10971584,7
S10971658,5
S10971820,11
S10971944,72
S10971974,36
S10972105,8
S10972392,17
S10972417,18
S10972451,18
S10972470,16
S10972514,15
S10972575,10
S10972636,7
S10972652,11
S10972807,19
S10972818,25
S10972847,3
S10972888,15
S10973054,17
S10973061,69
S10973079,23
S10973084,8
S10973098,8
S10973548,33
S10973972,9
S10973989,30
S10974047,28
S10974114,16
S10974156,39
S10974174,24
S10974192,9
S10974236,13
S10974286,30
S10974427,10
S10974432,33
S10974449,31
S10974453,15
S10974469,36
S10974531,43
S10974602,41
S10974603,5
S10974619,17
S10974640,28
S10974788,9
S10974830,20
S10974870,13
S10974891,6
S10974955,18
S10974998,42
S10975029,13
S10975114,10
S10975193,11
S10975364,9
S10975384,9
S10975652,10
S10975661,27
S10975793,48
S10975999,29
S10976046,53
S10976084,57
S10976429,25
S10976641,27
S10976724,17
S10976812,28
S10977015,23
S10977193,18
S10977290,17
S10977332,7
S10977352,6
S10977366,3
S10977628,11
S10977640,5
S10978102,19
S10978336,29
S10978836,12
S10979383,5
S10979411,30
S10979438,16
S10979533,7
S10979604,24
S10979695,24
S10979764,40
S10979819,12
S10979884,7
S10979993,24
S10980172,14
S10980281,14
S10980695,28
S10981181,3
S10981207,2
S10981228,11
S10981755,4
S10981769,5
S10982176,45
S10982309,15
S10982346,3
S10982819,23
S10982856,3
S10982858,3
S10982905,6
S10982914,25
S10982927,12
S10982937,27
S10983000,7
S10983033,16
S10983416,2
S10983679,24
S10984111,16
S10984143,22
S10984476,0
S10984571,13
S1098460,12
S10984605,9
S10984734,22
S10984748,14
S10984749,14
S10984765,11
S10984770,7
S10984855,26
S10984911,28
S10984920,12
S10984951,31
S10985136,26
S10985325,59
S10985433,17
S10985461,22
S10985464,13
S10985491,26
S10985531,13
S10985583,29
S10985633,37
S10985669,18
S10985689,15
S10985699,13
S10985726,26
S10985749,19
S10985914,21
S10985932,4
S10985955,15
S10985986,10
S10986013,3
S10986022,16
S10986163,21
S10986247,32
S10986364,18
S10986396,50
S10986431,20
S10986451,41
S10986523,53
S10986527,21
S10986546,24
S10986634,4
S10986663,44
S10986681,68
S10986689,13
S10986696,13
S10987169,8
S10987288,12
S1098732,46
S1098736,50
S10987468,25
S10987580,2
S10987781,6
S10987792,1
S10987809,1
S10987828,11
S10987887,42
S10987893,4
S10987909,1
S1098795,16
S1098797,13
S1098802,19
S1098803,17
S10988273,5
S10988325,14
S10988381,3
S10988452,12
S10988453,24
S10988490,12
S10988527,13
S10988582,14
S10988586,31
S10988604,15
S10988623,11
S10988655,10
S10988734,22
S10988766,15
S1098882,5
S10988821,12
S10988825,5
S10988900,5
S10988963,5
S10989018,47
S10989358,11
S10989387,20
S10989391,12
S10989472,31
S10989720,27
S10989883,39
S10989932,43
S10990174,16
S10990191,7
S1099028,22
S10990680,39
S10990760,17
S10990848,8
S10991089,27
S10991134,22
S10991173,24
S10991184,16
S10991185,28
S10991222,28
S10991274,53
S10991402,15
S10992110,40
S10992132,16
S10992438,3
S10992627,1
S10992723,20
S10992777,60
S10992933,13
S10992980,14
S10993073,25
S10993096,5
S10993137,14
S10993228,15
S10993241,4
S10993263,25
S1099372,62
S10993952,24
S10993975,5
S10994245,36
S10994542,18
S10994567,4
S10994587,23
S10995171,29
S10995214,3
S10995240,4
S10995244,5
S10995316,13
S10995423,19
S10995606,5
S10995731,8
S10995783,14
S10995834,1
S10995860,10
S10995913,24
S10996040,6
S10996133,18
S10996151,25
S10996200,68
S10996250,10
S10996271,17
S10996339,27
S10996503,13
S10996528,11
S10997029,18
S10997038,5
S10997047,11
S10997060,14
S10997079,21
S10997094,5
S10997439,7
S10997453,6
S10997482,18
S10997490,23
S10997499,26
S10997512,26
S10997521,7
S10997542,15
S10997567,23
S10998020,17
S10998043,12
S10998049,20
S10998062,7
S10998086,10
S10998133,10
S10998558,20
S10999278,36
S10999298,16
S10999335,18
S10999476,2
S10999703,9
S11000352,1
S11000424,5
S11000518,53
S11000582,32
S11000711,11
S11000823,13
S11000843,11
S11000848,14
S11001162,47
S11001281,18
S11001305,7
S11001599,24
S11001726,12
S11001985,32
S11001997,20
S11002035,23
S11002085,22
S11002139,35
S11002143,33
S11002179,21
S11002191,6
S11002226,30
S11002258,13
S11002352,32
S11002481,5
S11002657,19
S11002674,23
S11002714,7
S11002741,3
S11002742,7
S11002805,19
S11003057,50
S11003137,38
S1100314,36
S11003256,33
S11003313,36
S11003596,25
S11003920,8
S11004102,24
S11004512,12
S11004557,1
S11004569,7
S11004636,7
S11004672,1
S11004685,21
S11004703,18
S11004928,17
S11005207,1
S11005321,15
S11005339,12
S11005354,17
S11005416,21
S11005562,18
S11005583,20
S11005617,29
S11005659,16
S11005672,71
S11005702,13
S11005734,27
S11005916,13
S11005931,16
S11006139,19
S11006142,16
S11006169,23
S11006194,26
S11006471,23
S11006502,30
S11006504,23
S11006520,23
S11006667,8
S11006679,2
S11006763,21
S11006775,15
S11006793,18
S11006808,24
S11006817,13
S11006835,15
S11006855,14
S11006868,17
S11006977,31
S11006988,19
S11007088,60
S11007208,38
S11007276,23
S11007320,3
S11007684,24
S11008149,31
S11008463,11
S11008803,27
S11008916,25
S11008957,17
S11008982,11
S11009001,11
