"checklist_id" "observer_id" "sampling_event_identifier" "species_observed" "state_code" "locality_id" "latitude" "longitude" "protocol_type" "all_species_reported" "observation_date" "time_observations_started" "duration_minutes" "effort_distance_km" "number_observers" "norbob" "whiibi" "woothr" "bbs"
"S46924644" "obs3152" "S46924644" FALSE "US-SC" "L2228037" 33.50238 -81.73388 "Stationary" TRUE "2018-06-17" 16.25 60 0 1 0 0 0 0
"S45375029" "obs7426" "S45375029" FALSE "US-AL" "L165792" 30.2294449 -88.0180432 "Traveling" TRUE "2018-05-06" 13.4333333333333 121 3.219 1 0 0 0 0
"S45771750" "obs103243" "S45771750" FALSE "US-FL" "L131632" 30.0241521 -84.3681856 "Traveling" TRUE "2018-05-17" 8.83333333333333 85 4.828 2 0 0 0 0
"S45771825" "obs103243" "S45771825" FALSE "US-FL" "L132797" 30.0252724 -84.4168777 "Traveling" TRUE "2018-05-17" 10.3333333333333 30 0.563 2 0 0 0 0
"S46246697" "obs1107951" "S46246697" FALSE "US-VA" "L7466491" 36.618295 -76.088517 "Stationary" TRUE "2018-06-02" 18.35 30 0 2 0 0 0 0
"S45915021" "obs1018909" "S45915021" FALSE "US-SC" "L872308" 32.870973 -80.0848174 "Traveling" TRUE "2018-05-06" 9 180 4.828 2 0 0 0 0
"S45660922" "obs133617" "S45660922" FALSE "US-SC" "L7406037" 33.810812 -80.943934 "Stationary" TRUE "2018-05-14" 9.65 1 0 1 0 0 0 0
"S47109157" "obs253122" "S47109157" FALSE "US-SC" "L1134977" 33.8618989 -81.266706 "Stationary" TRUE "2018-06-28" 9.5 20 0 1 0 0 0 0
"S45175136" "obs992616" "S45175136" FALSE "US-NC" "L6613209" 36.036221 -77.8832887 "Traveling" TRUE "2018-05-02" 8.83333333333333 100 0.322 1 0 0 0 0
"S46643498" "obs674163" "S46643498" FALSE "US-AL" "L7591979" 32.4499189 -88.3967257 "Stationary" TRUE "2018-06-04" 16.1666666666667 20 0 4 0 0 0 0
"S46519960" "obs121034" "S46519960" FALSE "US-NC" "L7565511" 36.315862 -77.647045 "Traveling" TRUE "2018-06-13" 8.98333333333333 110 0.644 1 0 0 0 0
"S46046402" "obs940905" "S46046402" FALSE "US-AL" "L1083934" 31.4717174 -86.1479616 "Traveling" TRUE "2018-05-26" 15.5 60 1.609 2 0 0 0 0
"S46046756" "obs664176" "S46046756" FALSE "US-FL" "L6771155" 30.176487 -81.707365 "Stationary" TRUE "2018-05-26" 17.1833333333333 23 0 1 0 0 0 0
"S45994234" "obs1043757" "S45994234" FALSE "US-GA" "L7216377" 33.0688738 -83.2178575 "Stationary" TRUE "2018-05-24" 10 60 0 2 0 0 0 0
"S46494263" "obs433373" "S46494263" FALSE "US-SC" "L6310806" 32.7975472 -80.0289315 "Traveling" TRUE "2018-06-12" 8.28333333333333 26 0.772 1 0 0 0 0
"S46888087" "obs7435" "S46888087" FALSE "US-VA" "L454431" 37.8798668 -77.1526909 "Traveling" TRUE "2018-06-29" 17.0166666666667 26 0.998 1 0 0 0 0
"S45522401" "obs710510" "S45522401" FALSE "US-NC" "L7383039" 34.1938932 -77.8056486 "Traveling" TRUE "2018-05-10" 12.85 9 0.257 1 0 0 0 0
"S46473053" "obs509787" "S46473053" FALSE "US-NC" "L365371" 35.819076 -75.562966 "Traveling" TRUE "2018-06-11" 11.3333333333333 65 3.612 1 0 0 0 0
"S46244036" "obs1106902" "S46244036" FALSE "US-GA" "L7458502" 30.751768 -81.615142 "Stationary" TRUE "2018-06-02" 16.8666666666667 1 0 1 0 0 0 0
"S46258919" "obs857154" "S46258919" FALSE "US-MS" "L5427140" 31.3227005 -89.2169237 "Traveling" TRUE "2018-06-02" 18.1666666666667 23 0.805 1 0 0 NA 0
"S46258919" "obs857154" "S46258919" TRUE "US-MS" "L5427140" 31.3227005 -89.2169237 "Traveling" TRUE "2018-06-02" 18.1666666666667 23 0.805 1 NA NA 1 0
"S47043867" "obs273903" "S47043867" FALSE "US-FL" "L7678787" 30.8115 -85.2118 "Stationary" TRUE "2018-05-15" 10.75 5 0 2 0 0 0 0
"S45867888" "obs349973" "S45867888" FALSE "US-NC" "L7427719" 35.5766088 -78.5455711 "Stationary" TRUE "2018-05-20" 14.0833333333333 144 0 1 0 0 0 0
"S46595361" "obs978412" "S46595361" FALSE "US-GA" "L4015378" 32.0444598 -81.0443509 "Traveling" TRUE "2018-06-16" 15 60 1.609 3 0 0 0 0
"S46924542" "obs103243" "S46924542" FALSE "US-FL" "L844628" 30.4727647 -84.240384 "Stationary" TRUE "2018-06-20" 13.5833333333333 120 0 2 0 0 0 0
"S46908593" "obs282948" "S46908593" FALSE "US-NC" "L7651229" 34.3815765 -77.6110563 "Stationary" TRUE "2018-06-30" 5.83333333333333 60 0 1 0 NA 0 0
"S46908593" "obs282948" "S46908593" TRUE "US-NC" "L7651229" 34.3815765 -77.6110563 "Stationary" TRUE "2018-06-30" 5.83333333333333 60 0 1 NA 8 NA 0
"S46043556" "obs247157" "S46043556" TRUE "US-GA" "L1107585" 32.4552536 -83.1849495 "Stationary" TRUE "2018-05-26" 15.9 7 0 1 1 NA NA 0
"S46043556" "obs247157" "S46043556" FALSE "US-GA" "L1107585" 32.4552536 -83.1849495 "Stationary" TRUE "2018-05-26" 15.9 7 0 1 NA 0 0 0
"S45911430" "obs48996" "S45911430" FALSE "US-AL" "L7447574" 31.8140665 -88.1875731 "Stationary" TRUE "2018-05-21" 7.43333333333333 6 0 1 0 0 0 0
"S45979173" "obs996202" "S45979173" FALSE "US-VA" "L6684466" 37.6247346 -77.4235495 "Stationary" TRUE "2018-05-24" 9.03333333333333 24 0 1 0 0 0 0
"S46019111" "obs418133" "S46019111" FALSE "US-SC" "L124353" 33.5083 -79.0659 "Traveling" TRUE "2018-05-25" 7.5 180 4.023 1 0 NA 0 0
"S46019111" "obs418133" "S46019111" TRUE "US-SC" "L124353" 33.5083 -79.0659 "Traveling" TRUE "2018-05-25" 7.5 180 4.023 1 NA 2 NA 0
"S45747418" "obs202569" "S45747418" FALSE "US-TN" "L2420342" 35.1433181 -89.8551547 "Traveling" TRUE "2018-05-16" 16 50 2.414 1 0 0 0 0
"S45970203" "obs18841" "S45970203" FALSE "US-FL" "L7457085" 30.2430385 -84.2797172 "Stationary" TRUE "2018-05-23" 16.85 15 0 1 0 0 0 0
"S46901834" "obs230604" "S46901834" FALSE "US-GA" "L7649925" 30.9186465 -83.5995197 "Stationary" TRUE "2018-06-30" 10.9166666666667 10 0 3 0 0 0 0
"S45659487" "obs36114" "S45659487" FALSE "US-AL" "L7360841" 31.0610551 -86.1869936 "Traveling" TRUE "2018-05-14" 6.38333333333333 84 3.267 1 0 0 0 0
"S46006397" "obs169470" "S46006397" FALSE "US-SC" "L5311048" 32.696078 -80.196455 "Stationary" TRUE "2018-05-25" 7.31666666666667 5 0 1 0 0 0 0
"S45529659" "obs242764" "S45529659" FALSE "US-TN" "L2479913" 35.1765445 -88.2636237 "Traveling" TRUE "2018-05-10" 11.3333333333333 40 1.609 1 0 0 0 0
"S45384013" "obs175724" "S45384013" FALSE "US-GA" "L7360805" 31.394818 -81.452559 "Traveling" TRUE "2018-05-06" 18.9166666666667 30 0.621 1 0 0 0 0
"S45973656" "obs812038" "S45973656" FALSE "US-NC" "L7457608" 35.7613138 -75.5153632 "Stationary" TRUE "2018-05-23" 11.5 60 0 5 0 0 0 0
"S46899551" "obs221160" "S46899551" FALSE "US-MS" "L2233582" 34.7874958 -89.805336 "Traveling" TRUE "2018-06-30" 5.23333333333333 24 4.023 2 0 0 NA 0
"S46899551" "obs221160" "S46899551" TRUE "US-MS" "L2233582" 34.7874958 -89.805336 "Traveling" TRUE "2018-06-30" 5.23333333333333 24 4.023 2 NA NA 1 0
"S46092906" "obs110274" "S46092906" TRUE "US-MS" "L1105588" 34.5041518 -88.3194351 "Traveling" TRUE "2018-05-28" 7.31666666666667 68 1.118 1 2 NA NA 0
"S46092906" "obs110274" "S46092906" FALSE "US-MS" "L1105588" 34.5041518 -88.3194351 "Traveling" TRUE "2018-05-28" 7.31666666666667 68 1.118 1 NA 0 0 0
"S46139419" "obs350162" "S46139419" FALSE "US-VA" "L7421643" 36.8609783 -76.103797 "Traveling" TRUE "2018-05-29" 15.5 75 3.621 1 0 0 0 0
"S46887768" "obs332678" "S46887768" FALSE "US-VA" "L5120900" 36.7241579 -75.9760907 "Stationary" TRUE "2018-06-30" 4.65 9 0 1 0 0 0 0
"S46097435" "obs47214" "S46097435" FALSE "US-FL" "L1159080" 30.0878014 -81.7009154 "Stationary" TRUE "2018-05-27" 10.25 120 0 1 0 0 0 0
"S46097553" "obs272682" "S46097553" TRUE "US-VA" "L7481991" 37.823056 -76.51459 "Traveling" TRUE "2018-05-28" 11.6166666666667 20 0.483 2 2 NA NA 0
"S46097553" "obs272682" "S46097553" FALSE "US-VA" "L7481991" 37.823056 -76.51459 "Traveling" TRUE "2018-05-28" 11.6166666666667 20 0.483 2 NA 0 0 0
"S46907502" "obs894670" "S46907502" FALSE "US-VA" "L7651035" 37.425743 -76.818991 "Stationary" TRUE "2018-06-30" 18 1 0 1 0 0 0 0
"S46016336" "obs1099920" "S46016336" FALSE "US-VA" "L718811" 38.1363372 -77.0473659 "Traveling" TRUE "2018-05-25" 12.0666666666667 90 3.219 3 0 0 0 0
"S46207035" "obs541335" "S46207035" FALSE "US-GA" "L6173115" 32.599379 -83.7129048 "Stationary" TRUE "2018-06-01" 7 35 0 1 0 0 0 0
"S46972282" "obs127024" "S46972282" FALSE "US-GA" "L2225900" 33.52175 -82.08586 "Stationary" TRUE "2018-06-18" 11.5 120 0 1 0 0 0 0
"S46113823" "obs377523" "S46113823" FALSE "US-NC" "L1957878" 35.5814845 -78.8389367 "Stationary" TRUE "2018-05-28" 16.5 15 0 1 0 0 0 0
"S46249747" "obs346880" "S46249747" FALSE "US-NC" "L243650" 34.0499847 -77.9176247 "Traveling" TRUE "2018-06-02" 18.25 130 4.828 1 0 0 0 0
"S46893526" "obs184004" "S46893526" FALSE "US-AL" "L1804256" 30.7186261 -88.0289739 "Traveling" TRUE "2018-06-29" 9 90 3.219 2 0 0 0 0
"S46909553" "obs491658" "S46909553" TRUE "US-SC" "L918105" 33.7959822 -78.8554001 "Traveling" TRUE "2018-06-29" 9.15 240 3.219 4 2 NA NA 0
"S46909553" "obs491658" "S46909553" FALSE "US-SC" "L918105" 33.7959822 -78.8554001 "Traveling" TRUE "2018-06-29" 9.15 240 3.219 4 NA 0 0 0
"S46889161" "obs137730" "S46889161" FALSE "US-VA" "L1351551" 37.2723415 -76.7006765 "Traveling" TRUE "2018-06-30" 7.16666666666667 45 1.609 1 0 0 0 0
"S45680443" "obs411273" "S45680443" FALSE "US-AL" "L5153047" 32.4876573 -85.3742701 "Stationary" TRUE "2018-05-14" 17.3333333333333 13 0 1 0 0 0 0
"S45641511" "obs336206" "S45641511" FALSE "US-VA" "L755274" 36.6445388 -76.5465063 "Traveling" TRUE "2018-05-13" 11.6166666666667 9 0.483 1 0 0 0 0
"S45730505" "obs232235" "S45730505" FALSE "US-FL" "L5735819" 30.1943536 -85.7534795 "Traveling" TRUE "2018-05-16" 6.76666666666667 30 0.322 1 0 0 0 0
"S45528468" "obs1061619" "S45528468" FALSE "US-NC" "L7142465" 35.0477225 -77.0158727 "Traveling" TRUE "2018-05-10" 14.1666666666667 60 0.805 1 0 0 0 0
"S46044348" "obs529130" "S46044348" FALSE "US-NC" "L130756" 35.1471875 -79.3689895 "Traveling" TRUE "2018-05-26" 11.6833333333333 100 1.609 2 0 0 0 0
"S46046652" "obs404137" "S46046652" FALSE "US-VA" "L718307" 36.672127 -75.915661 "Traveling" TRUE "2018-05-13" 10.5 120 4.023 3 0 0 0 0
"S45899522" "obs878302" "S45899522" FALSE "US-FL" "L5502978" 30.5967324 -87.3064399 "Traveling" TRUE "2018-05-19" 10 60 1.609 1 0 0 0 0
"S45968302" "obs726119" "S45968302" FALSE "US-SC" "L7456677" 33.834328 -78.632929 "Stationary" TRUE "2018-05-23" 19.3333333333333 25 0 3 0 0 0 0
"S46889130" "obs137730" "S46889130" FALSE "US-VA" "L571218" 37.2522621 -76.7106628 "Traveling" TRUE "2018-06-30" 6.25 40 0.322 1 0 0 0 0
"S46573557" "obs286789" "S46573557" FALSE "US-NC" "L2589100" 34.4158448 -79.1202092 "Stationary" TRUE "2018-06-15" 12.3 10 0 1 0 0 0 0
"S46907561" "obs438702" "S46907561" FALSE "US-FL" "L4353291" 30.2931086 -81.3896835 "Stationary" TRUE "2018-06-29" 12.5 120 0 1 0 0 0 0
"S46114991" "obs447687" "S46114991" FALSE "US-AL" "L4921819" 33.1879866 -87.422758 "Stationary" TRUE "2018-05-28" 18.95 16 0 1 0 0 0 0
"S46013397" "obs149874" "S46013397" FALSE "US-GA" "L4690623" 31.639879 -81.27051 "Stationary" TRUE "2018-05-25" 8.48333333333333 5 0 1 0 NA 0 0
"S46013397" "obs149874" "S46013397" TRUE "US-GA" "L4690623" 31.639879 -81.27051 "Stationary" TRUE "2018-05-25" 8.48333333333333 5 0 1 NA 26 NA 0
"S45783021" "obs105916" "S45783021" FALSE "US-FL" "L580980" 30.1257123 -84.1436863 "Traveling" TRUE "2018-05-17" 15 120 4.828 2 0 0 0 0
"S46371173" "obs412347" "S46371173" FALSE "US-SC" "L7533148" 32.763183 -80.441617 "Stationary" TRUE "2018-06-07" 12.0333333333333 3 0 2 0 0 0 0
"S45719323" "obs105599" "S45719323" FALSE "US-MS" "L1217691" 32.3224079 -90.1609701 "Stationary" TRUE "2018-05-15" 19.3333333333333 56 0 1 0 0 0 0
"S45520944" "obs226435" "S45520944" FALSE "US-MS" "L7201475" 33.5233793 -88.9417334 "Traveling" TRUE "2018-05-10" 9.5 15 0.402 1 0 0 0 0
"S45631947" "obs943480" "S45631947" FALSE "US-SC" "L2025528" 33.0783812 -80.0105014 "Stationary" TRUE "2018-05-09" 19.5 3 0 2 0 0 0 0
"S46908765" "obs438702" "S46908765" FALSE "US-FL" "L7651193" 30.3053111 -81.66025 "Stationary" TRUE "2018-06-29" 20 45 0 1 0 0 0 0
"S45349891" "obs46400" "S45349891" FALSE "US-FL" "L1125706" 30.5101704 -81.4585671 "Traveling" TRUE "2018-05-06" 7.5 27 0.483 1 0 0 0 0
"S46111891" "obs751369" "S46111891" FALSE "US-VA" "L7484528" 37.270945 -77.412488 "Stationary" TRUE "2018-05-28" 18.4166666666667 5 0 1 0 0 0 0
"S46310733" "obs292148" "S46310733" FALSE "US-NC" "L5545028" 35.6244075 -77.3614955 "Traveling" TRUE "2018-06-04" 18 150 0.805 6 0 0 0 0
"S46515865" "obs298046" "S46515865" FALSE "US-NC" "L2723507" 35.2364534 -75.5286992 "Stationary" TRUE "2018-06-13" 7.3 3 0 1 0 0 0 0
"S46516071" "obs800435" "S46516071" FALSE "US-SC" "L7547250" 32.1996773 -80.6917698 "Traveling" TRUE "2018-06-13" 5.86666666666667 105 3.879 1 0 0 0 0
"S45859245" "obs163851" "S45859245" FALSE "US-VA" "L7439827" 36.8898947 -76.0166708 "Traveling" TRUE "2018-05-20" 11.7 52 1.984 1 0 0 0 0
"S45868673" "obs999216" "S45868673" FALSE "US-AL" "L7310192" 30.2981956 -87.5586777 "Stationary" TRUE "2018-05-20" 15.8833333333333 1 0 2 0 0 0 0
"S46045888" "obs211084" "S46045888" FALSE "US-GA" "L7471908" 33.1806215 -82.3125777 "Stationary" TRUE "2018-05-26" 17.2333333333333 2 0 1 0 0 0 0
"S47115409" "obs385469" "S47115409" FALSE "US-NC" "L7693550" 34.721083 -76.713477 "Stationary" TRUE "2018-06-11" 9.56666666666667 33 0 1 0 0 0 0
"S47043492" "obs273903" "S47043492" FALSE "US-FL" "L7673210" 30.36074 -87.19705 "Stationary" TRUE "2018-05-15" 7.33333333333333 25 0 2 0 0 0 0
"S45392522" "obs555245" "S45392522" FALSE "US-FL" "L5130975" 30.4791273 -84.222816 "Traveling" TRUE "2018-05-06" 7.83333333333333 88 0.161 1 0 0 0 0
"S45709266" "obs346880" "S45709266" FALSE "US-NC" "L1354088" 34.2244324 -77.8718085 "Traveling" TRUE "2018-05-14" 18.0833333333333 30 0.805 1 0 0 0 0
"S45348996" "obs7507" "S45348996" FALSE "US-GA" "L3111003" 32.03053 -81.2716842 "Traveling" TRUE "2018-05-06" 7.6 54 0.563 3 0 0 0 0
"S45357031" "obs538698" "S45357031" FALSE "US-FL" "L1189402" 30.8005754 -81.9489098 "Traveling" TRUE "2018-05-06" 10.6166666666667 44 1 1 0 0 0 0
"S45570927" "obs853187" "S45570927" FALSE "US-NC" "L5692620" 35.703098 -78.477873 "Stationary" TRUE "2018-05-11" 16.75 5 0 1 0 0 0 0
"S46143033" "obs292170" "S46143033" FALSE "US-FL" "L4633560" 30.6131509 -83.1469452 "Traveling" TRUE "2018-05-29" 19.3666666666667 33 1.062 1 0 0 0 0
"S46301930" "obs1074494" "S46301930" FALSE "US-FL" "L230620" 30.5017447 -81.4517114 "Stationary" TRUE "2018-06-04" 13.5 30 0 2 0 0 0 0
"S46200393" "obs927663" "S46200393" FALSE "US-MS" "L6447284" 34.4628129 -88.3539283 "Traveling" TRUE "2018-05-31" 12.1666666666667 60 4.667 1 0 0 0 0
"S46017562" "obs803039" "S46017562" FALSE "US-VA" "L4963357" 37.676049 -76.39318 "Stationary" TRUE "2018-05-25" 17.35 5 0 1 0 0 0 0
"S46177684" "obs751369" "S46177684" FALSE "US-VA" "L7496144" 37.63663 -77.335744 "Stationary" TRUE "2018-05-31" 5.93333333333333 6 0 1 0 0 0 0
"S46892788" "obs184004" "S46892788" FALSE "US-AL" "L713205" 30.6655138 -87.9324138 "Traveling" TRUE "2018-06-29" 15.75 75 2.012 2 0 0 0 0
"S46383281" "obs136097" "S46383281" FALSE "US-AL" "L4663746" 32.628323 -87.693779 "Traveling" TRUE "2018-06-07" 19.25 30 0.805 1 0 0 0 0
"S47073823" "obs3566" "S47073823" FALSE "US-VA" "L2265640" 37.4298533 -77.2491539 "Stationary" TRUE "2018-06-30" 6.61666666666667 10 0 3 0 0 NA 0
"S47073823" "obs3566" "S47073823" TRUE "US-VA" "L2265640" 37.4298533 -77.2491539 "Stationary" TRUE "2018-06-30" 6.61666666666667 10 0 3 NA NA 1 0
"S46493761" "obs333452" "S46493761" FALSE "US-NC" "L7560392" 35.124854 -76.859546 "Stationary" TRUE "2018-06-12" 7.23333333333333 5 0 1 0 0 0 0
"S46477846" "obs121034" "S46477846" FALSE "US-NC" "L7557816" 35.3121584 -78.5107303 "Traveling" TRUE "2018-06-11" 13.2833333333333 128 0.644 1 0 0 0 0
"S45646052" "obs148688" "S45646052" FALSE "US-SC" "L199334" 32.1948677 -81.1058762 "Traveling" TRUE "2018-05-12" 9 160 1.609 1 0 NA 0 0
"S45646052" "obs148688" "S45646052" TRUE "US-SC" "L199334" 32.1948677 -81.1058762 "Traveling" TRUE "2018-05-12" 9 160 1.609 1 NA 40 NA 0
"S45996704" "obs48996" "S45996704" FALSE "US-AL" "L7452610" 31.8079378 -88.1801738 "Stationary" TRUE "2018-05-24" 9.31666666666667 6 0 1 0 0 0 0
"S46018510" "obs200438" "S46018510" FALSE "US-AL" "L2120992" 30.5076793 -87.9127264 "Traveling" TRUE "2018-05-24" 10.25 15 0.805 2 0 0 0 0
"S45993124" "obs145741" "S45993124" FALSE "US-SC" "L462851" 32.7913603 -80.1975989 "Traveling" TRUE "2018-05-22" 9 180 0.644 1 0 0 0 0
"S46045102" "obs626362" "S46045102" FALSE "US-FL" "L3649552" 30.1410681 -81.6564766 "Stationary" TRUE "2018-05-26" 16.8333333333333 6 0 1 0 0 0 0
"S45567717" "obs900325" "S45567717" FALSE "US-NC" "L6458416" 35.3870995 -77.2898 "Stationary" TRUE "2018-05-11" 17 10 0 1 0 0 0 0
"S46042558" "obs385339" "S46042558" FALSE "US-SC" "L7383627" 32.164294 -80.771151 "Traveling" TRUE "2018-05-26" 13.5833333333333 108 0.805 1 0 0 0 0
"S45356194" "obs134439" "S45356194" FALSE "US-SC" "L4556818" 33.497669 -81.70789 "Stationary" TRUE "2018-05-05" 6.1 66 0 1 0 0 0 0
"S45895447" "obs1069380" "S45895447" FALSE "US-GA" "L4477156" 31.263244 -81.3427829 "Traveling" TRUE "2018-05-21" 9.63333333333333 159 4.501 1 0 0 0 0
"S46302308" "obs444528" "S46302308" FALSE "US-NC" "L7520075" 35.5589576 -77.0585124 "Stationary" TRUE "2018-06-04" 15.6833333333333 1 0 1 0 0 0 0
"S46487065" "obs172983" "S46487065" FALSE "US-AL" "L7559217" 32.99686 -88.1493 "Stationary" TRUE "2018-06-11" 7.65 5 0 1 0 0 0 0
"S45197325" "obs862326" "S45197325" FALSE "US-NC" "L7184275" 34.9750861 -76.9919344 "Traveling" TRUE "2018-05-02" 7.48333333333333 70 2.012 1 0 0 0 0
"S46192705" "obs236938" "S46192705" TRUE "US-AL" "L1188911" 32.6378571 -87.6886654 "Traveling" TRUE "2018-05-31" 8.58333333333333 95 1.609 1 2 NA NA 0
"S46192705" "obs236938" "S46192705" FALSE "US-AL" "L1188911" 32.6378571 -87.6886654 "Traveling" TRUE "2018-05-31" 8.58333333333333 95 1.609 1 NA 0 0 0
"S46357375" "obs56286" "S46357375" FALSE "US-GA" "L7530205" 31.194435 -84.46272 "Stationary" TRUE "2018-06-04" 9.35 6 0 1 0 0 0 0
"S46904558" "obs773869" "S46904558" FALSE "US-MS" "L7650500" 34.925938 -89.79272 "Traveling" TRUE "2018-06-30" 18.45 1 0.5 1 0 0 0 0
"S46469544" "obs275037" "S46469544" FALSE "US-FL" "L3245327" 30.4608676 -84.2751027 "Stationary" TRUE "2018-06-11" 9.48333333333333 15 0 1 0 0 0 0
"S46245629" "obs526743" "S46245629" FALSE "US-VA" "L718495" 38.1386 -77.4427 "Stationary" TRUE "2018-06-02" 17.6333333333333 3 0 1 0 0 0 0
"S46044830" "obs354944" "S46044830" FALSE "US-FL" "L7471732" 30.1797762 -85.7536648 "Traveling" TRUE "2018-05-26" 11.5 11 0.306 1 0 0 0 0
"S46952677" "obs355184" "S46952677" FALSE "US-SC" "L2110211" 34.2566134 -80.5921412 "Traveling" TRUE "2018-06-27" 17.75 20 0.805 1 0 0 0 0
"S46873430" "obs212296" "S46873430" FALSE "US-LA" "L5104419" 30.8708682 -90.6267915 "Traveling" TRUE "2018-06-29" 11.0166666666667 31 0.724 1 0 0 0 0
"S46908560" "obs443074" "S46908560" FALSE "US-AL" "L2530501" 30.6392782 -87.881071 "Stationary" TRUE "2018-06-26" 9 30 0 1 0 0 0 0
"S46405841" "obs447687" "S46405841" FALSE "US-AL" "L4921819" 33.1879866 -87.422758 "Stationary" TRUE "2018-06-08" 19.4833333333333 10 0 1 0 0 0 0
"S46452701" "obs989296" "S46452701" FALSE "US-SC" "L894430" 32.76873 -80.45185 "Traveling" TRUE "2018-06-10" 9.73333333333333 150 4.184 2 0 0 0 0
"S46036962" "obs175096" "S46036962" FALSE "US-VA" "L718307" 36.672127 -75.915661 "Traveling" TRUE "2018-05-26" 8.75 120 4.828 1 0 0 0 0
"S46006399" "obs157963" "S46006399" FALSE "US-AL" "L713205" 30.6655138 -87.9324138 "Traveling" TRUE "2018-05-25" 8.46666666666667 30 0.644 1 0 0 0 0
"S46502016" "obs597082" "S46502016" FALSE "US-SC" "L5298764" 33.35609 -81.844953 "Stationary" TRUE "2018-06-06" 8.65 5 0 1 0 0 0 0
"S45744189" "obs18841" "S45744189" FALSE "US-FL" "L143881" 30.1842442 -84.3745651 "Stationary" TRUE "2018-05-16" 15.6666666666667 9 0 1 0 0 0 0
"S45619122" "obs916477" "S45619122" FALSE "US-NC" "L6999692" 34.4187501 -77.9533134 "Stationary" TRUE "2018-05-13" 8.25 20 0 2 0 0 0 0
"S45619291" "obs850449" "S45619291" FALSE "US-AL" "L7399366" 34.545666 -87.996088 "Traveling" TRUE "2018-05-13" 6.98333333333333 36 0.483 1 0 0 0 0
"S46111021" "obs288444" "S46111021" FALSE "US-FL" "L7484375" 30.078633 -81.719207 "Traveling" TRUE "2018-05-28" 8.86666666666667 40 1.609 1 0 0 0 0
"S46219499" "obs494800" "S46219499" FALSE "US-FL" "L3595682" 30.2853526 -86.0068989 "Stationary" TRUE "2018-06-01" 18.0833333333333 20 0 1 0 0 0 0
"S46896068" "obs237224" "S46896068" FALSE "US-SC" "L794186" 33.5246567 -81.8456984 "Traveling" TRUE "2018-06-30" 12.55 42 2.012 1 0 NA 0 0
"S46896068" "obs237224" "S46896068" TRUE "US-SC" "L794186" 33.5246567 -81.8456984 "Traveling" TRUE "2018-06-30" 12.55 42 2.012 1 NA 1 NA 0
"S46891001" "obs875995" "S46891001" FALSE "US-VA" "L4132095" 36.8297259 -76.1247611 "Traveling" TRUE "2018-06-30" 6.6 38 2.816 1 0 0 0 0
"S45980014" "obs230064" "S45980014" FALSE "US-GA" "L790420" 31.3353842 -81.4522934 "Traveling" TRUE "2018-05-24" 9.68333333333333 21 1.202 1 0 0 0 0
"S45770018" "obs308037" "S45770018" FALSE "US-NC" "L997389" 35.2226031 -79.4045448 "Traveling" TRUE "2018-05-13" 13.9166666666667 120 3.219 8 0 0 0 0
"S46015092" "obs195124" "S46015092" FALSE "US-SC" "L7465524" 33.102597 -79.937951 "Traveling" TRUE "2018-05-25" 15.2166666666667 31 0.161 1 0 0 0 0
"S45730042" "obs232235" "S45730042" FALSE "US-FL" "L5735819" 30.1943536 -85.7534795 "Traveling" TRUE "2018-05-15" 7.85 25 0.322 1 0 0 0 0
"S45179820" "obs193342" "S45179820" FALSE "US-MS" "L7320950" 30.287305 -89.626479 "Traveling" TRUE "2018-05-02" 12.5833333333333 43 1.115 1 0 0 0 0
"S45260300" "obs172983" "S45260300" FALSE "US-AL" "L5552303" 32.4943614 -87.5961077 "Stationary" TRUE "2018-05-04" 8.43333333333333 5 0 2 0 0 0 0
"S46200482" "obs927663" "S46200482" FALSE "US-MS" "L6518012" 34.4883308 -88.3221656 "Traveling" TRUE "2018-05-31" 13.25 30 1.609 1 0 0 0 0
"S45693458" "obs431606" "S45693458" FALSE "US-MS" "L3718616" 30.3741255 -88.5652328 "Traveling" TRUE "2018-05-14" 9.91666666666667 10 0.966 1 0 0 0 0
"S45678550" "obs221343" "S45678550" FALSE "US-FL" "L7409291" 29.728123 -84.9840076 "Traveling" TRUE "2018-05-14" 9.86666666666667 40 0.805 1 0 0 0 0
"S46896516" "obs197149" "S46896516" FALSE "US-GA" "L5471750" 32.0650897 -84.2277467 "Stationary" TRUE "2018-06-30" 13.4333333333333 10 0 1 0 0 0 0
"S45836445" "obs118921" "S45836445" FALSE "US-FL" "L380729" 30.6830279 -84.4570568 "Stationary" TRUE "2018-05-13" 7.4 49 0 1 0 0 0 0
"S47145981" "obs331008" "S47145981" FALSE "US-VA" "L283670" 37.5408316 -76.988899 "Traveling" TRUE "2018-05-13" 9.18333333333333 40 1.609 2 0 0 0 0
"S46515790" "obs130801" "S46515790" FALSE "US-AL" "L4820437" 33.1866379 -87.5305876 "Stationary" TRUE "2018-06-13" 6.05 10 0 1 0 0 0 0
"S46818886" "obs110157" "S46818886" FALSE "US-SC" "L4508971" 32.321456 -80.81448 "Stationary" TRUE "2018-06-26" 9.75 77 0 1 0 NA 0 0
"S46818886" "obs110157" "S46818886" TRUE "US-SC" "L4508971" 32.321456 -80.81448 "Stationary" TRUE "2018-06-26" 9.75 77 0 1 NA 6 NA 0
"S46396865" "obs209367" "S46396865" FALSE "US-GA" "L7539629" 31.7508351 -83.6611968 "Stationary" TRUE "2018-06-08" 13.75 3 0 1 0 0 0 0
