checklist_id,n_species
S18705121,42
S18705438,32
S18705507,22
S18705910,19
S18705927,6
S18706059,25
S18706091,3
S18706227,31
S18706324,51
S18706392,57
S18706403,27
S18706526,21
S18706591,16
S18706783,19
S18706840,10
S18707220,24
S18707408,5
S18707422,22
S18707689,17
S18707961,28
S18708017,5
S18708079,10
S18708232,18
S18708257,14
S18708263,42
S18708403,21
S18708415,9
S18708457,7
S18708479,8
S18708532,7
S18708572,38
S18708711,4
S18708825,20
S18708844,19
S18708907,9
S18709139,25
S18709150,25
S18709210,11
S18709307,8
S18709657,2
S18709768,10
S18709843,14
S18709880,22
S18709917,43
S18709968,23
S18709975,7
S18710061,13
S18710140,12
S18710336,28
S18710356,12
S18710438,8
S18710453,20
S18710461,30
S18710501,8
S18710594,16
S18710697,9
S18710837,9
S18710861,6
S18711004,4
S18711005,33
S18711015,11
S18711260,11
S18711394,16
S18711416,54
S18711420,19
S18711505,5
S18711650,20
S18712402,27
S18712436,24
S18713418,30
S18713420,15
S18713490,69
S18713841,24
S18713869,25
S18713972,26
S18713984,14
S18714055,13
S18714090,9
S18714198,21
S18714300,28
S18714411,21
S18714482,5
S18714524,8
S18714537,15
S18714570,15
S18714684,22
S18714706,8
S18715025,33
S18715337,6
S18715548,31
S18715689,3
S18715711,5
S18715726,6
S18715782,15
S18715837,43
S18715878,5
S18715889,5
S18715949,24
S18715980,13
S18715987,8
S18715988,16
S18715993,19
S18716152,27
S18716202,45
S18716307,23
S18716515,12
S18716568,8
S18716906,20
S18717254,54
S18717256,27
S18717365,6
S18717377,17
S18717552,7
S18717590,2
S18717594,5
S18717624,12
S18717652,42
S18717686,12
S18717753,8
S18717809,11
S18717850,10
S18717929,28
S18718016,9
S18718067,41
S18718080,24
S18718308,12
S18718483,7
S18718515,56
S18718561,7
S18718673,18
S18718772,7
S18718788,7
S18718818,24
S18718912,18
S18718975,11
S18719155,45
S18719171,7
S18719239,17
S18719339,7
S18719554,2
S18719557,5
S18719670,5
S18719683,5
S18719773,32
S18720186,6
S18720324,36
S18720374,15
S18720443,46
S18720656,10
S18720664,5
S18720768,11
S18720800,13
S18720881,24
S18721023,34
S18721125,38
S18721204,15
S18721408,12
S18721493,13
S18721582,6
S18721677,17
S18721707,4
S18721864,18
S18722222,18
S18722228,18
S18722295,20
S18722375,14
S18722422,5
S18724099,4
S18724118,7
S18724545,1
S18724549,8
S18724722,13
S18724743,10
S18724757,10
S18724765,11
S18724771,18
S18724778,10
S18724791,14
S18724802,11
S18724808,14
S18724821,10
S18724826,11
S18724863,11
S18724966,10
S18725002,17
S18725009,17
S18725017,8
S18725303,9
S18725335,42
S18725345,53
S18725377,16
S18725412,38
S18725433,22
S18725470,16
S18725582,12
S18725594,18
S18725650,20
S18725698,6
S18725726,5
S18725749,33
S18725802,14
S18725909,14
S18725939,39
S18725960,17
S18725970,1
S18725976,14
S18726022,11
S18726163,12
S18726213,13
S18726321,21
S18726378,11
S18726549,11
S18726578,29
S18726686,17
S18726724,11
S18726743,6
S18726792,12
S18726829,23
S18726902,20
S18726935,2
S18727160,8
S18727180,4
S18727243,19
S18727256,14
S18727405,20
S18727471,14
S18727525,9
S18727703,16
S18727795,16
S18727859,39
S18727860,10
S18727870,10
S18727984,17
S18727995,30
S18728011,11
S18728013,15
S18728061,27
S18728209,31
S18728573,10
S18728742,19
S18728758,9
S18728854,5
S18728896,14
S18728918,12
S18729056,43
S18729105,55
S18729331,2
S18729551,6
S18729790,44
S18730036,37
S18730089,51
S18730527,9
S18730681,36
S18730761,15
S18730763,51
S18730822,35
S18730854,1
S18732343,5
S18732882,9
S18732891,13
S18732938,6
S18733074,19
S18733106,12
S18733238,3
S18733250,10
S18733268,4
S18733272,17
S18733276,10
S18733277,10
S18733280,15
S18733284,12
S18733288,7
S18733292,12
S18733308,10
S18733311,8
S18733317,4
S18733319,8
S18733323,13
S18733325,13
S18733380,5
S18733382,12
S18733386,18
S18733397,12
S18733448,39
S18733562,11
S18733814,7
S18733829,11
S18733905,35
S18734007,9
S18734008,14
S18734009,11
S18734010,10
S18734011,14
S18734012,13
S18734013,14
S18734014,13
S18734015,10
S18734016,14
S18734017,9
S18734018,10
S18734019,5
S18734020,13
S18734021,12
S18734022,12
S18734023,12
S18734024,16
S18734025,11
S18734026,14
S18734027,8
S18734028,12
S18734029,8
S18734030,12
S18734031,15
S18734032,11
S18734033,11
S18734034,12
S18734035,10
S18734036,12
S18734037,11
S18734038,10
S18734039,6
S18734040,10
S18734041,13
S18734042,8
S18734043,10
S18734044,11
S18734045,9
S18734046,8
S18734047,9
S18734048,4
S18734049,9
S18734050,10
S18734051,11
S18734052,15
S18734053,9
S18734054,10
S18734055,15
S18734214,12
S18734741,17
S18734881,19
S18734923,10
S18735145,21
S18735828,60
S18736480,35
S18736492,28
S18737081,1
S18737582,26
S18737590,14
S18737646,19
S18737843,8
S18737901,32
S18738181,26
S18738230,12
S18738322,23
S18738491,1
S18738519,1
S18738538,2
S18738700,17
S18738723,6
S18738748,35
S18738777,10
S18738803,10
S18738953,30
S18738981,32
S18739013,9
S18739029,18
S18739123,21
S18739170,3
S18739209,13
S18739901,6
S18740404,11
S18740421,20
S18740950,2
S18741270,15
S18741297,17
S18741333,29
S18741341,14
S18741771,8
S18742121,6
S18742397,12
S18742426,9
S18742727,2
S18742795,49
S18742875,6
S18743148,8
S18743265,10
S18743309,6
S18743345,11
S18743394,11
S18743399,10
S18743414,5
S18743612,11
S18743790,15
S18743960,5
S18743984,25
S18744119,9
S18744142,14
S18744231,11
S18744251,42
S18744345,9
S18744491,7
S18744508,4
S18744529,13
S18744876,5
S18744970,3
S18745043,19
S18745287,10
S18745596,8
S18745862,46
S18746085,5
S18746442,10
S18747573,7
S18747642,24
S18747648,10
S18747652,9
S18747662,16
S18747978,22
S18748044,25
S18748048,26
S18748233,15
S18748280,4
S18748378,20
S18748387,29
S18748405,22
S18748412,12
S18748421,10
S18748426,15
S18748430,52
S18749067,5
S18749267,5
S18749284,1
S18749309,10
S18749348,18
S18749392,8
S18749570,24
S18749632,16
S18749735,2
S18749742,2
S18749786,46
S18749788,14
S18749802,10
S18749861,41
S18750127,28
S18750168,4
S18750318,15
S18750401,23
S18750564,12
S18750658,5
S18750688,5
S18750702,9
S18750722,10
S18750758,12
S18750778,10
S18750780,28
S18750884,7
S18751003,10
S18751007,14
S18751054,18
S18751060,10
S18751094,16
S18751155,17
S18751163,10
S18751171,13
S18751182,25
S18751200,10
S18751208,5
S18751225,8
S18751232,21
S18751251,13
S18751265,16
S18751279,4
S18751312,37
S18751426,5
S18751743,13
S18751783,21
S18751897,15
S18752069,50
S18752242,6
S18752275,14
S18752293,15
S18752631,15
S18752696,12
S18752745,47
S18752773,3
S18752914,4
S18753041,3
S18753045,40
S18753316,8
S18753350,10
S18753395,7
S18753505,14
S18753741,22
S18754200,16
S18754326,5
S18754466,12
S18754556,33
S18754625,4
S18754640,6
S18754674,14
S18754724,18
S18754766,12
S18754819,13
S18754908,17
S18754926,19
S18755088,16
S18755098,20
S18755305,1
S18755359,1
S18755798,5
S18755870,3
S18755895,5
S18755906,44
S18755954,9
S18755964,11
S18756894,20
S18756925,18
S18757038,16
S18757157,30
S18757337,14
S18757374,21
S18757443,17
S18757575,15
S18757584,10
S18757588,9
S18757764,26
S18758105,8
S18758106,8
S18758161,6
S18758185,13
S18758294,11
S18758300,16
S18758429,8
S18758445,10
S18758514,49
S18758522,14
S18759001,24
S18759156,45
S18759359,13
S18759379,16
S18759382,40
S18759416,17
S18759473,13
S18759502,18
S18759511,9
S18759532,16
S18759542,12
S18759570,16
S18759583,18
S18759608,33
S18759618,31
S18759696,17
S18759863,4
S18759937,9
S18760074,16
S18760088,16
S18760107,17
S18760235,10
S18760315,10
S18760498,4
S18760509,6
S18761542,2
S18761717,11
S18761731,8
S18761781,17
S18761941,30
S18762085,39
S18762201,18
S18762252,2
S18762371,19
S18762406,4
S18762417,10
S18762709,2
S18762730,9
S18762767,20
S18762782,1
S18762815,16
S18762842,7
S18762951,8
S18762969,9
S18763019,6
S18763062,18
S18763071,23
S18763072,35
S18763132,29
S18763347,14
S18763564,10
S18763567,1
S18763831,29
S18763936,10
S18764470,45
S18765042,3
S18765569,6
S18765598,1
S18765710,13
S18765852,36
S18765854,16
S18765875,12
S18765908,19
S18766065,4
S18766072,5
S18766106,5
S18766188,17
S18766268,45
S18766437,19
S18766593,20
S18766674,42
S18766778,18
S18766923,9
S18767137,28
S18768170,15
S18769189,9
S18769325,11
S18769462,15
S18769464,1
S18769813,28
S18769865,18
S18769882,16
S18769899,21
S18769922,10
S18770691,19
S18770896,13
S18771121,26
S18771400,20
S18771532,8
S18771803,18
S18771821,13
S18772003,15
S18772010,13
S18772096,3
S18772103,26
S18772175,15
S18772413,21
S18772432,11
S18772601,28
S18772627,12
S18772722,3
S18772805,1
S18772848,10
S18772871,16
S18772895,16
S18773013,23
S18773124,12
S18773157,13
S18773226,7
S18773322,16
S18773340,4
S18773743,17
S18773839,13
S18774399,11
S18774436,39
S18774575,9
S18774654,14
S18774754,19
S18774762,5
S18774772,7
S18774889,26
S18774980,9
S18774990,15
S18775239,34
S18775339,19
S18775361,46
S18775459,7
S18775470,10
S18775552,20
S18775565,17
S18775915,14
S18776187,14
S18776491,13
S18776497,8
S18776506,7
S18776875,43
S18777588,23
S18777605,29
S18777950,34
S18778010,11
S18778199,17
S18778208,4
S18778235,12
S18778605,2
S18778647,20
S18778692,26
S18779192,26
S18779502,15
S18779665,11
S18779779,5
S18779883,50
S18779904,32
S18779915,35
S18780012,11
S18780042,12
S18780060,3
S18780113,22
S18780240,38
S18780374,19
S18780506,2
S18780507,10
S18780686,2
S18780710,7
S18780726,11
S18780817,18
S18780839,3
S18780882,7
S18781021,12
S18781096,15
S18781197,9
S18781330,18
S18781374,5
S18781389,13
S18781478,23
S18781492,16
S18781648,47
S18782051,10
S18782151,6
S18782319,4
S18782350,30
S18782737,13
S18782754,16
S18782776,18
S18782958,12
S18782967,9
S18782975,20
S18782976,9
S18782983,11
S18783035,11
S18783044,19
S18783168,8
S18783171,16
S18783330,22
S18783396,15
S18783431,22
S18783450,39
S18783500,17
S18783541,20
S18783683,24
S18783859,6
S18783868,29
S18784224,20
S18784319,21
S18784327,13
S18784493,31
S18784510,5
S18784728,19
S18784801,4
S18784884,14
S18784916,43
S18784998,21
S18785291,6
S18785307,8
S18785351,9
S18785366,19
S18785389,31
S18785487,8
S18785539,13
S18785574,7
S18785610,22
S18785656,10
S18785716,5
S18785842,9
S18785925,50
S18785970,11
S18785985,43
S18786077,8
S18786685,28
S18786758,10
S18786970,15
S18786983,10
S18786987,14
S18787035,18
S18787055,19
S18787069,18
S18787072,17
S18787096,15
S18787119,17
S18787140,19
S18787155,52
S18787266,25
S18787326,25
S18787327,15
S18787440,38
S18787442,42
S18787514,5
S18787533,50
S18787606,27
S18787646,19
S18787785,36
S18787832,31
S18787886,15
S18787924,32
S18787951,6
S18788236,25
S18788405,32
S18788453,3
S18788529,5
S18788549,2
S18788855,12
S18788892,13
S18788966,9
S18789112,27
S18789134,21
S18789265,27
S18789339,7
S18789683,13
S18789766,8
S18789805,33
S18789838,16
S18789855,2
S18789879,5
S18789942,41
S18789957,3
S18789993,19
S18790007,9
S18790139,2
S18790146,8
S18790197,18
S18790207,4
S18790208,14
S18790311,8
S18790402,39
S18790404,20
S18790457,3
S18790508,27
S18790521,22
S18790560,7
S18790569,16
S18790762,21
S18790774,49
S18790816,9
S18790887,13
S18791046,29
S18791120,23
S18791230,3
S18791245,59
S18791292,49
S18791392,9
S18791421,31
S18791990,11
S18792032,20
S18792047,17
S18792177,8
S18792776,12
S18792791,2
S18792813,7
S18792830,8
S18792898,20
S18792908,11
S18792948,31
S18793025,17
S18793047,9
S18793059,11
S18793062,15
S18793068,34
S18793070,42
S18793093,6
S18793105,13
S18793114,10
S18793118,12
S18793126,2
S18793129,3
S18793136,3
S18793146,3
S18793147,6
S18793155,12
S18793159,23
S18793162,5
S18793171,6
S18793172,12
S18793176,5
S18793187,5
S18793241,9
S18793318,12
S18793327,25
S18793336,4
S18793410,6
S18793437,17
S18793438,8
S18793464,10
S18793676,21
S18793706,22
S18793815,35
S18793825,10
S18793868,5
S18793890,6
S18793928,18
S18793982,18
S18793987,5
S18793998,24
S18794029,20
S18794037,9
S18794051,3
S18794070,7
S18794117,13
S18794143,26
S18794175,18
S18794325,9
S18794550,17
S18794580,6
S18794587,45
S18794763,15
S18794848,26
S18794885,29
S18794947,23
S18795200,21
S18795713,13
S18795760,11
S18796015,13
S18796171,22
S18796182,39
S18796708,1
S18796754,14
S18796802,6
S18796817,25
S18796822,11
S18797133,34
S18797168,4
S18797185,25
S18797330,43
S18797334,8
S18797377,7
S18797422,7
S18797449,34
S18797519,41
S18797596,39
S18797604,14
S18797609,4
S18797706,13
S18797814,13
S18797831,12
S18797843,26
S18797874,10
S18797999,19
S18798032,9
S18798142,27
S18798455,34
S18798501,23
S18798679,15
S18799043,12
S18799311,7
S18799575,16
S18799776,4
S18799894,11
S18799962,3
S18800705,12
S18800737,36
S18800776,12
S18800795,9
S18800799,2
S18800822,7
S18800874,10
S18801048,17
S18801135,13
S18801562,53
S18801574,7
S18801704,29
S18801837,18
S18802080,7
S18802086,13
S18802125,8
S18802147,6
S18802172,42
S18802176,10
S18802183,45
S18802221,28
S18802349,21
S18802371,12
S18802409,21
S18802433,2
S18802462,10
S18802463,10
S18802531,36
S18802594,36
S18802732,16
S18803009,5
S18803027,6
S18803066,8
S18803068,2
S18803465,3
S18803742,3
S18803776,3
S18804456,12
S18804482,2
S18804656,15
S18804711,10
S18804732,13
S18804740,30
S18804757,27
S18804758,14
S18804894,25
S18804992,10
S18805123,6
S18805204,53
S18805305,12
S18805325,17
S18805395,18
S18805525,13
S18805549,12
S18806008,23
S18806077,11
S18806168,7
S18806178,9
S18806198,10
S18806440,8
S18806466,7
S18806485,31
S18806587,10
S18806633,29
S18806839,15
S18807197,12
S18807241,11
S18807276,13
S18807313,6
S18807329,8
S18807523,3
S18807853,15
S18807884,6
S18807885,7
S18807886,7
S18807887,10
S18807888,5
S18807889,6
S18807890,9
S18807891,10
S18807892,10
S18807893,12
S18807894,7
S18807895,9
S18807896,5
S18807897,7
S18807899,6
S18807900,8
S18807901,10
S18807902,10
S18807921,4
S18807922,3
S18807923,5
S18807940,4
S18807941,7
S18807942,5
S18807943,1
S18807944,1
S18807945,9
S18807946,8
S18807947,8
S18807948,11
S18807949,8
S18807950,8
S18807951,10
S18807952,11
S18807953,13
S18807954,5
S18807955,10
S18807956,10
S18807957,10
S18807958,10
S18807959,8
S18807960,9
S18807961,10
S18807962,4
S18807963,6
S18807964,13
S18807965,9
S18807966,11
S18807967,11
S18807968,9
S18807969,8
S18807970,9
S18807971,8
S18807972,3
S18807973,7
S18807974,12
S18807975,7
S18807976,3
S18807977,11
S18807978,7
S18807979,8
S18807981,9
S18807982,7
S18807983,8
S18807984,11
S18807985,6
S18807986,9
S18807987,14
S18807988,6
S18807989,8
S18807990,10
S18807991,5
S18807992,8
S18807993,7
S18807994,6
S18807995,5
S18807996,6
S18807997,9
S18807998,9
S18807999,8
S18808000,8
S18808001,7
S18808002,9
S18808003,8
S18808004,8
S18808005,11
S18808006,7
S18808007,12
S18808008,6
S18808009,9
S18808010,10
S18808011,13
S18808012,13
S18808013,8
S18808014,8
S18808015,12
S18808016,11
S18808017,13
S18808018,6
S18808019,5
S18808020,10
S18808021,9
S18808022,10
S18808023,7
S18808024,8
S18808025,14
S18808026,8
S18808027,11
S18808028,7
S18808029,11
S18808030,13
S18808031,13
S18808032,12
S18808033,11
S18808034,7
S18808035,10
S18808036,8
S18808037,12
S18808038,10
S18808039,11
S18808040,9
S18808041,8
S18808042,11
S18808043,5
S18808044,7
S18808045,9
S18808047,9
S18808048,8
S18808049,9
S18808050,7
S18808051,12
S18808052,10
S18808053,10
S18808054,10
S18808055,15
S18808056,8
S18808057,11
S18808058,12
S18808059,13
S18808060,8
S18808061,11
S18808062,13
S18808063,12
S18808064,13
S18808065,10
S18808066,12
S18808067,9
S18808068,9
S18808069,14
S18808070,11
S18808071,14
S18808072,10
S18808073,12
S18808074,12
S18808075,11
S18808077,11
S18808078,6
S18808079,9
S18808081,8
S18808082,8
S18808083,14
S18808084,14
S18808085,11
S18808086,10
S18808087,5
S18808088,1
S18808089,8
S18808090,9
S18808091,14
S18808092,10
S18808093,7
S18808094,10
S18808095,7
S18808096,10
S18808097,9
S18808098,9
S18808099,12
S18808100,15
S18808101,10
S18808102,15
S18808114,9
S18808115,6
S18808116,7
S18808118,7
S18808119,7
S18808120,6
S18808121,8
S18808122,10
S18808123,9
S18808124,10
S18808139,8
S18808140,8
S18808143,7
S18808144,6
S18808145,9
S18808146,6
S18808147,12
S18808148,9
S18808149,9
S18808150,8
S18808151,12
S18808152,7
S18808153,12
S18808154,9
S18808155,7
S18808156,11
S18808157,8
S18808158,9
S18808159,9
S18808160,8
S18808161,3
S18808162,8
S18808163,11
S18808164,9
S18808165,11
S18808166,2
S18808167,8
S18808168,5
S18808169,8
S18808170,11
S18808171,15
S18808172,7
S18808173,12
S18808174,8
S18808175,9
S18808176,10
S18808177,7
S18808178,10
S18808179,7
S18808180,10
S18808181,12
S18808182,6
S18808183,8
S18808184,16
S18808185,8
S18808186,8
S18808187,8
S18808188,10
S18808189,12
S18808190,14
S18808191,10
S18808192,12
S18808193,11
S18808194,17
S18808195,6
S18808196,13
S18808197,13
S18808198,14
S18808199,9
S18808200,15
S18808201,9
S18808202,10
S18808204,12
S18808296,4
S18808800,16
S18808875,9
S18808903,9
S18808921,8
S18808970,33
S18809067,3
S18809089,3
S18809233,69
S18809334,19
S18809409,63
S18809417,19
S18809622,3
S18809629,7
S18809941,17
S18810224,31
S18810235,11
S18810277,7
S18810281,41
S18810288,5
S18810313,6
S18810334,12
S18810375,12
S18810418,11
S18810506,25
S18810527,27
S18810535,6
S18810538,6
S18810606,23
S18810659,8
S18810682,8
S18810717,10
S18810719,37
S18810723,9
S18810728,5
S18810729,8
S18810742,5
S18810746,5
S18810770,4
S18810791,30
S18810822,11
S18810955,6
S18811087,5
S18811201,3
S18811223,29
S18811229,15
S18811237,15
S18811317,29
S18811380,19
S18811397,12
S18811412,22
S18811440,13
S18811453,16
S18811467,17
S18811480,16
S18811487,20
S18811555,16
S18811611,31
S18811641,22
S18811720,6
S18811780,22
S18811810,20
S18811875,7
S18811909,11
S18811975,20
S18812046,58
S18812177,21
S18812238,13
S18812296,19
S18812385,20
S18812434,23
S18812525,18
S18812651,16
S18812750,18
S18812850,20
S18812932,13
S18812950,3
S18813087,23
S18813268,7
S18813735,5
S18813805,9
S18813818,6
S18814018,12
S18814368,28
S18814370,21
S18814554,14
S18814709,1
S18814746,4
S18814749,7
S18814755,5
S18814775,12
S18814795,11
S18814839,4
S18814875,19
S18815163,4
S18815174,19
S18815436,16
S18815801,25
S18816289,13
S18816323,11
S18816340,30
S18816472,15
S18816683,24
S18817074,14
S18817082,10
S18817103,16
S18817187,18
S18817188,14
S18817236,13
S18817281,7
S18817539,20
S18817586,13
S18817700,0
S18817726,3
S18817850,16
S18818189,9
S18818282,13
S18818463,10
S18818640,3
S18818810,9
S18819052,46
S18819130,18
S18819519,6
S18819527,8
S18819707,3
S18819985,6
S18820002,8
S18820033,19
S18820215,22
S18820294,8
S18820359,11
S18820382,24
S18820411,12
S18820557,15
S18820653,4
S18820663,11
S18820667,6
S18820679,7
S18820703,9
S18820752,10
S18820806,6
S18820834,14
S18821090,28
S18821161,24
S18821311,14
S18821333,16
S18821399,9
S18821451,24
S18821583,8
S18821681,25
S18821699,21
S18821764,10
S18821845,33
S18822007,10
S18822066,37
S18822284,23
S18822299,19
S18822394,15
S18822597,15
S18822881,14
S18823085,32
S18823145,10
S18823188,10
S18823240,10
S18823271,10
S18823945,17
S18823958,20
S18824026,19
S18824031,3
S18824047,24
S18824054,17
S18824072,31
S18824079,15
S18824081,23
S18824088,3
S18824224,35
S18824262,15
S18824308,18
S18824341,17
S18824452,16
S18824467,8
S18824479,9
S18824489,22
S18824501,13
S18824721,16
S18824724,20
S18824744,33
S18824770,32
S18824795,31
S18824809,28
S18824893,19
S18825132,24
S18825195,3
S18825219,13
S18825251,9
S18825326,8
S18825327,10
S18825380,17
S18825427,34
S18825428,16
S18825540,8
S18825551,17
S18825562,16
S18825652,20
S18825729,18
S18825798,35
S18825956,7
S18826186,25
S18826194,46
S18826261,24
S18826334,5
S18826360,7
S18826420,14
S18826551,37
S18826685,29
S18826731,5
S18826746,27
S18826793,10
S18826879,20
S18826983,28
S18827102,36
S18827125,11
S18827590,28
S18827967,13
S18828181,32
S18828328,5
S18828798,17
S18828892,3
S18828898,23
S18828946,42
S18829044,7
S18829077,21
S18829243,43
S18829444,5
S18829487,5
S18829504,13
S18829754,5
S18829842,3
S18830144,22
S18830240,14
S18830408,1
S18830438,31
S18830604,15
S18830634,13
S18830655,9
S18830672,1
S18830757,1
S18830883,28
S18830896,12
S18831058,6
S18831258,10
S18831310,8
S18831468,15
S18831588,1
S18831632,23
S18832345,24
S18832884,14
S18833028,29
S18833043,11
S18833143,7
S18833219,13
S18833224,9
S18833240,8
S18833251,10
S18833265,4
S18833303,12
S18833365,10
S18833398,45
S18833401,23
S18833416,33
S18833450,14
S18833460,13
S18833514,2
S18833628,17
S18833704,14
S18833715,29
S18833735,31
S18833768,10
S18833797,31
S18833832,11
S18833868,12
S18834004,12
S18834054,8
S18834062,23
S18834216,21
S18834255,21
S18834270,26
S18834334,21
S18834356,25
S18834372,11
S18834500,6
S18834568,4
S18834609,19
S18834670,1
S18834710,32
S18834914,41
S18834920,5
S18834961,9
S18834974,39
S18834978,22
S18835011,15
S18835033,14
S18835071,10
S18835181,26
S18835210,24
S18835227,14
S18835232,12
S18835240,27
S18835281,3
S18835288,2
S18835331,16
S18835345,22
S18835349,5
S18835373,6
S18835392,5
S18835406,6
S18835418,2
S18835453,3
S18835490,13
S18835508,4
S18835527,4
S18835564,6
S18835600,17
S18835643,21
S18835647,11
S18835668,10
S18835730,10
S18835746,10
S18835787,1
S18835810,11
S18835838,3
S18835855,10
S18835876,10
S18835902,22
S18835904,7
S18835951,16
S18835953,26
S18835969,5
S18835993,2
S18836186,15
S18836317,1
S18836354,16
S18836417,6
S18836522,15
S18836585,8
S18836737,11
S18836907,13
S18837059,43
S18837134,18
S18837154,14
S18837173,10
S18837263,12
S18837296,8
S18837549,13
S18837598,10
S18837630,3
S18837659,26
S18837703,31
S18837715,1
S18837730,1
S18837751,4
S18837828,30
S18837907,4
S18837985,5
S18838034,19
S18838125,27
S18838388,29
S18838453,16
S18838861,18
S18838886,14
S18838913,13
S18838973,17
S18839026,8
S18839033,7
S18839378,4
S18839399,13
S18839434,11
S18839466,3
S18839492,17
S18839592,10
S18839617,4
S18840040,21
S18840093,3
S18840287,16
S18840303,32
S18840356,13
S18841209,17
S18841257,25
S18841304,17
S18841427,7
S18841433,9
S18841552,6
S18841553,3
S18841568,7
S18841577,9
S18841793,17
S18842170,17
S18842275,27
S18842365,27
S18842384,8
S18842607,15
S18842608,24
S18842693,6
S18842725,5
S18842737,18
S18842768,33
S18842793,8
S18842960,21
S18843130,12
S18843171,15
S18843187,16
S18843394,7
S18843454,30
S18843456,46
S18843474,15
S18843556,7
S18843569,18
S18843611,17
S18843742,7
S18843796,11
S18844287,14
S18844578,11
S18844745,10
S18844965,6
S18845336,38
S18845388,17
S18845449,14
S18845622,5
S18846002,6
S18846156,16
S18846274,17
S18846340,2
S18846392,6
S18846448,26
S18846449,14
S18846490,30
S18846519,14
S18846555,1
S18846563,13
S18846589,1
S18846597,15
S18846612,2
S18846634,12
S18846703,3
S18846794,7
S18846823,17
S18846842,20
S18846902,1
S18847018,4
S18847169,22
S18847551,12
S18847597,26
S18847818,39
S18848012,5
S18848123,41
S18848313,30
S18848348,18
S18848380,60
S18848482,24
S18848718,13
S18849079,22
S18849086,18
S18849779,35
S18849893,3
S18849977,7
S18850056,11
S18850058,28
S18850229,13
S18850231,17
S18850255,14
S18850262,15
S18850333,15
S18850370,17
S18850413,13
S18850466,4
S18850478,29
S18850479,18
S18850490,11
S18850551,15
S18850590,10
S18850634,8
S18850801,21
S18850806,1
S18850920,10
S18850999,27
S18851191,4
S18851218,22
S18851293,20
S18851339,10
S18851351,19
S18851389,10
S18851417,17
S18851423,7
S18851514,10
S18851522,18
S18851526,8
S18851530,31
S18851568,9
S18851759,26
S18851826,10
S18852070,33
S18852102,26
S18852131,28
S18852156,20
S18852197,26
S18852286,13
S18852377,50
S18852388,10
S18852564,7
S18852795,6
S18852862,32
S18853147,31
S18853170,2
S18853196,26
S18853212,25
S18853265,15
S18853285,15
S18853296,54
S18853395,24
S18853502,20
S18853564,18
S18853844,20
S18853933,49
S18854036,1
S18854072,4
S18854089,4
S18854192,51
S18854285,10
S18854439,8
S18854883,8
S18855020,3
S18855221,8
S18855280,4
S18855374,6
S18855391,4
S18855645,33
S18855704,18
S18855725,9
S18855793,14
S18856245,13
S18856579,1
S18856615,28
S18856638,16
S18856657,31
S18856738,16
S18856784,19
S18856870,18
S18856873,30
S18856926,30
S18856932,14
S18856941,16
S18856995,33
S18857031,34
S18857072,38
S18857489,13
S18857510,30
S18857581,8
S18857662,23
S18857931,18
S18857995,22
S18858124,8
S18858416,14
S18858425,3
S18858469,14
S18858802,12
S18859213,23
S18859291,11
S18859349,14
S18859369,8
S18859533,15
S18859592,11
S18859647,18
S18859767,25
S18860019,15
S18860054,44
S18860082,25
S18860157,48
S18860185,23
S18860198,14
S18860285,23
S18860303,21
S18860359,26
S18860447,37
S18860462,40
S18860637,8
S18860642,28
S18860653,44
S18860664,10
S18860669,2
S18860700,17
S18860834,10
S18860869,30
S18860889,9
S18860973,26
S18861005,1
S18864147,5
S18872539,1
S18872676,38
S18872712,37
S18872718,34
S18872791,11
S18872816,5
S18872907,9
S18872941,5
S18872982,16
S18873228,4
S18873400,19
S18873422,22
S18873434,13
S18873467,26
S18873491,10
S18873528,8
S18873851,45
S18873996,18
S18874093,6
S18874100,22
S18874223,47
S18874304,33
S18874539,33
S18874544,10
S18874766,17
S18874817,48
S18875076,5
S18875094,9
S18875147,4
S18875328,5
S18875358,40
S18875596,11
S18876267,3
S18876389,41
S18876706,14
S18876728,25
S18876882,17
S18876914,12
S18876996,6
S18877025,12
S18877077,9
S18877611,2
S18877650,15
S18877683,2
S18877854,7
S18877867,5
S18877938,2
S18878219,20
S18878298,11
S18878320,10
S18878586,15
S18878614,10
S18878620,38
S18878631,10
S18878642,23
S18878687,11
S18878771,22
S18878854,15
S18878913,15
S18879912,14
S18880150,27
S18880541,20
S18880805,3
S18880830,11
S18880867,13
S18881044,11
S18881703,9
S18881756,8
S18881765,8
S18881768,4
S18881779,2
S18881808,12
S18881821,17
S18881840,15
S18881855,11
S18881869,10
S18881880,10
S18881885,24
S18881891,9
S18882031,12
S18882061,2
S18882066,16
S18882089,16
S18882091,8
S18882188,28
S18882220,4
S18882582,11
S18882758,17
S18882882,5
S18882929,5
S18882945,11
S18882955,4
S18883100,35
S18883256,7
S18883401,23
S18883422,19
S18883435,26
S18883443,12
S18883468,14
S18883479,11
S18883563,25
S18883638,12
S18883655,10
S18883710,15
S18883743,16
S18883764,9
S18883783,11
S18883889,17
S18883978,7
S18883994,5
S18884005,10
S18884033,39
S18884317,9
S18884894,22
S18884922,7
S18884974,24
S18885030,15
S18885036,37
S18885076,8
S18885454,23
S18885510,14
S18885565,46
S18885590,43
S18885601,4
S18885974,7
S18886062,20
S18886262,31
S18886571,20
S18887137,26
S18887417,11
S18887425,12
S18887594,11
S18887599,4
S18887601,5
S18887606,6
S18887618,12
